Unique ID,Batch ID,Recipe Name,Batch Start Time,Batch End Time,Duration,Dosing Accuracy,Production Line,ASA-D to Melt Tank (kg),NaOH to Melt Tank (kg),EDTA to Hold Tank (kg),EHDP to Hold Tank (kg),Betaine (kg),AOS (kg),Soap to Mixer (kg),Brine (kg),Mixture TO Mixer (kg),FC AITD (kg),FC Water (kg),DPG Dosage (kg),"Melt Temp, (max) (ｰC)",NaOH %CV (average),Average Naoh flow rate (kg/min),Batch time [min],Rework Used (kg),Average Mixture flow rate,F/C temperature,F/C temperature (Max) (ｰC),Mixture Pump speed (average) (%),Mixture Source,Total Preps Charge Time,F/C Time,Dry Time (after Mixture-Transfer to),Total mixer cycle time,Temp after FC (ｰC) (after Steam Out),Temp at end of mix time (ｰC),Temp at drop (ｰC),Mixture mixer agitator speed,Amps at end of mix time ,Load after FC (Amps) (after Steam Out),Mixer Water Addition,Mixer Air Flow In Average,Glycol Outlet Temp (ｰC),Roll Speed (RPM),Glycol Flow  (mｳ/h),Glycol Valve Output (%),Free fatty acid,Active,Approved,Speed (rpm)+D56,Average Head Pressure (bar),Color L,Color A,Color B,pH,Moisture
1235,A2-15,Recipe_A,2018-08-15 14:00:11,2018-08-15 16:21:55,141.73,0.44,LINE_2,491.5,37.88,2.08,1.36,329.28,,344.99,,2932.93,202.4,213.2,,119.43,14.81,5.17,64.28,55.0,232.37,175.32,203.96,,Buffer,8.4,12.63,12.63,56.55,117.99,115.73,115.98,85.0,112.03,110.07,,,,0.56,4.56,44.06,,25.6,YES,28.4,0.0,5.52,89.02,0.87,4.901,5.17
1236,A2-16,Recipe_A,2018-08-15 15:04:28,2018-08-15 17:38:31,154.05,0.5,LINE_2,491.0,37.87,2.07,1.36,324.97,,345.62,,2932.47,202.6,213.2,,119.17,26.27,4.1,64.6,59.5,234.23,178.63,205.05,,Buffer,8.48,12.5,12.55,56.85,118.42,115.68,116.32,85.0,113.42,108.81,,,,-1.35,4.56,44.04,,26.52,YES,28.54,7.0,5.32,89.89,0.67,4.861000000000001,6.31
1237,A2-17,Recipe_A,2018-08-15 16:16:09,2018-08-15 18:50:55,154.77,0.26,LINE_2,491.5,37.42,2.1,1.36,326.32,,345.62,,2933.84,202.4,213.2,,120.51,14.59,5.2,48.48,-8.0,232.9,179.95,204.67,,Buffer,8.33,12.6,12.72,57.33,117.94,115.4,115.77,85.0,112.79,111.7,,,,-1.63,4.56,44.04,,25.79,YES,28.72,7.44,5.32,89.62,0.79,4.873,5.59
1238,A2-18,Recipe_A,2018-08-15 17:04:38,2018-08-15 20:18:52,194.23,0.28,LINE_2,490.5,37.78,2.09,1.36,328.6,,345.56,,2932.32,202.6,218.7,,119.27,15.44,5.18,71.8,65.5,235.27,179.87,195.67,,Buffer,8.65,12.47,13.33,54.22,115.83,114.24,114.03,85.0,110.76,110.88,,,,-1.46,4.56,43.92,,26.11,YES,28.45,0.0,5.87,88.21,0.63,4.812,5.43
1239,A2-19,Recipe_A,2018-08-15 18:16:26,2018-08-15 21:42:04,205.63,0.43,LINE_2,492.0,37.48,2.13,1.36,326.17,,345.06,,2931.46,202.2,221.2,,119.8,15.85,5.22,96.88,67.5,195.79,179.01,212.6,,Buffer,8.77,14.98,12.7,60.13,116.89,115.59,116.67,85.0,115.69,114.68,,,,-1.62,4.56,43.93,,26.99,YES,28.75,7.81,5.45,88.73,0.9,4.824,4.94
1240,A2-01,Recipe_A,2018-08-15 19:53:19,2018-08-15 22:53:31,180.2,0.58,LINE_2,490.0,37.56,2.04,1.36,327.52,,344.93,,2935.45,202.4,216.0,,119.57,14.93,5.14,76.42,64.5,235.44,179.42,209.05,,Buffer,8.63,12.47,12.35,55.13,116.84,114.96,115.72,85.0,112.39,112.66,,,,-1.55,4.56,44.01,,25.06,YES,29.38,0.0,5.62,89.56,0.88,4.909,6.03
1241,A2-02,Recipe_A,2018-08-15 21:10:25,2018-08-15 23:46:55,156.5,0.46,LINE_2,488.0,37.75,2.07,1.36,324.4,,344.99,,2933.79,202.2,213.0,,119.09,16.52,5.16,69.92,56.0,227.79,173.04,196.13,,Buffer,8.4,12.88,14.12,52.67,119.67,116.84,116.94,85.0,114.91,110.9,,,,-1.94,4.56,44.13,,25.82,YES,29.44,7.58,5.76,89.84,0.63,4.87,6.92
1242,A2-03,Recipe_A,2018-08-15 22:20:20,2018-08-16 00:39:24,139.07,0.49,LINE_2,489.5,37.58,2.14,1.36,324.58,,344.99,,2936.62,202.6,217.1,,123.97,15.42,5.12,78.9,57.5,235.48,188.52,204.31,,Buffer,8.05,12.48,14.18,51.88,116.16,114.77,115.31,85.0,114.07,111.93,,,,0.06,4.56,44.07,,25.41,YES,27.2,3.98,5.59,90.17,0.68,4.894,5.27
1243,A2-04,Recipe_A,2018-08-15 23:39:14,2018-08-16 01:44:13,124.98,1.42,LINE_2,492.0,37.71,2.08,1.36,304.25,,345.43,,2933.74,202.4,212.9,,124.33,16.24,5.21,61.72,54.0,233.57,178.52,188.94,,Buffer,9.78,12.57,12.67,53.3,117.85,115.78,116.77,85.0,111.63,111.15,,,,0.91,4.56,44.09,,25.92,YES,29.57,7.93,5.73,89.21,0.83,4.841,5.01
1244,A2-05,Recipe_A,2018-08-16 00:54:05,2018-08-16 03:04:24,130.3,0.78,LINE_2,490.0,37.93,2.15,1.36,322.97,,345.37,,2933.79,202.2,213.3,,118.3,16.0,5.15,54.35,-7.5,229.89,167.87,186.24,,Buffer,11.3,12.78,15.23,53.57,118.66,115.88,116.13,85.0,111.8,109.49,,,,0.22,4.56,43.42,,26.8,YES,28.72,7.47,5.57,90.28,0.83,4.833,6.98
1245,A2-06,Recipe_A,2018-08-16 01:48:26,2018-08-16 03:58:59,130.55,0.46,LINE_2,488.5,37.41,2.1,1.36,331.27,,345.31,,2926.16,202.4,213.1,,123.77,15.49,5.14,66.67,54.5,230.04,175.41,191.96,,Buffer,8.05,12.72,13.7,51.37,118.09,115.11,116.01,85.0,109.7,109.75,,,,0.92,4.56,43.75,,27.02,YES,29.77,7.54,5.18,90.06,0.84,4.898,6.9
1246,A2-07,Recipe_A,2018-08-16 02:55:06,2018-08-16 05:12:13,137.12,0.4,LINE_2,489.0,37.58,2.09,1.36,330.5,,344.87,,2935.76,202.8,213.5,,122.95,16.01,5.15,59.63,46.0,229.95,167.72,189.3,,Buffer,8.08,12.77,12.35,66.48,118.04,115.88,116.71,85.0,114.34,110.93,,,,-1.48,4.56,43.7,,26.94,YES,29.21,7.55,5.33,89.94,0.84,4.863,6.99
1247,A2-08,Recipe_A,2018-08-16 03:54:44,2018-08-16 06:29:38,154.9,0.36,LINE_2,489.0,37.96,2.1,1.36,329.98,,345.18,,2931.57,202.2,212.9,,118.3,16.98,5.18,54.6,-4.5,235.45,166.35,194.66,,Buffer,8.4,12.45,13.33,51.57,116.36,113.86,114.37,85.0,108.97,106.78,,,,-2.87,4.56,43.52,,25.56,YES,27.71,7.42,5.84,89.52,0.66,4.869,5.61
1248,A2-09,Recipe_A,2018-08-16 04:54:20,2018-08-16 08:04:27,190.1,0.28,LINE_2,491.0,37.9,2.11,1.36,325.67,,344.87,,2933.28,202.2,213.1,,118.66,16.68,5.15,64.17,-5.0,232.19,176.37,202.1,,Buffer,8.65,12.63,12.4,48.38,116.93,114.43,115.17,85.0,111.57,110.28,,,,-1.74,4.56,43.93,,25.61,YES,27.34,6.0,6.01,88.35,0.98,4.834,6.2
1249,A2-10,Recipe_A,2018-08-16 06:02:10,2018-08-16 09:50:56,228.77,0.24,LINE_2,489.5,37.41,2.1,1.36,328.6,,344.87,,2932.78,202.4,217.0,,118.25,15.34,5.12,94.57,-12.5,232.49,186.85,195.83,,Buffer,8.83,12.62,12.62,49.13,115.83,114.15,115.32,85.0,112.08,111.09,,,,-1.95,4.56,43.74,,26.1,YES,26.0,4.82,5.65,90.38,0.72,4.867,5.79
1250,A2-11,Recipe_A,2018-08-16 07:37:30,2018-08-16 10:57:16,199.77,0.37,LINE_2,489.0,37.86,2.13,1.36,326.52,,345.18,,2935.1,202.4,216.6,,118.4,17.44,5.26,108.1,63.0,200.73,185.51,214.69,,Buffer,8.83,14.62,13.7,51.28,116.74,115.01,115.45,85.0,112.87,109.54,,,,-1.08,4.56,43.78,,26.41,YES,25.85,0.0,5.12,90.0,-1170.0,4.916,4.96
1251,A2-12,Recipe_A,2018-08-16 09:25:36,2018-08-16 12:30:56,185.33,0.3,LINE_2,490.5,37.9,2.11,1.36,329.23,,345.06,,2932.98,202.2,213.1,,119.01,15.37,5.15,84.28,99.5,231.09,159.85,182.13,,Buffer,8.75,12.72,13.03,49.15,118.71,116.36,116.88,85.0,115.49,109.98,,,,-1.88,4.56,43.73,,26.52,YES,26.87,5.85,5.96,90.31,0.84,4.854,5.6
1252,A2-13,Recipe_A,2018-08-16 11:08:49,2018-08-16 14:25:41,196.87,0.45,LINE_2,488.5,37.85,2.13,1.36,329.2,,345.06,,2935.61,202.4,212.8,,117.37,15.31,5.15,56.37,95.5,223.29,163.55,188.47,,Buffer,8.82,13.13,13.13,60.68,119.53,117.08,118.18,85.0,117.54,115.13,,,,-3.82,4.56,43.79,,26.64,YES,27.26,0.0,6.09,89.31,-1230.0,4.688,6.22
1253,A2-14,Recipe_A,2018-08-16 12:05:11,2018-08-16 16:42:08,276.95,0.67,LINE_2,487.5,37.87,2.07,1.36,322.08,,345.49,,2934.95,202.4,213.0,,118.3,15.68,5.14,102.07,97.5,225.36,164.44,191.46,,Buffer,9.57,13.02,12.52,58.23,119.63,117.17,117.93,85.0,118.99,116.38,,,,-3.04,4.56,44.18,,26.3,YES,23.97,5.28,5.69,89.91,0.69,4.775,5.41
1254,A2-15,Recipe_A,2018-08-16 13:47:15,2018-08-16 18:51:32,304.28,0.25,LINE_2,488.5,37.69,2.1,1.36,330.05,,345.56,,2931.97,202.2,213.1,,118.42,14.57,5.14,139.0,92.0,226.09,181.9,201.09,,Buffer,9.17,13.0,12.37,53.23,117.8,116.5,117.57,85.0,115.31,114.75,,,,-3.2,4.56,44.29,,26.93,YES,25.37,6.27,5.59,89.35,0.81,4.8389999999999995,5.19
1255,A2-16,Recipe_A,2018-08-16 16:16:32,2018-08-16 21:21:39,305.12,0.59,LINE_2,493.0,37.38,2.11,1.36,330.72,,345.99,,2933.49,202.2,213.1,,118.59,15.51,5.17,124.18,96.0,229.33,176.9,196.02,,Buffer,9.13,12.78,12.33,62.0,119.1,116.07,116.37,85.0,117.91,114.02,,,,-1.95,4.56,43.82,,26.65,YES,24.03,4.91,5.66,89.74,0.78,4.81,5.34
1256,A2-17,Recipe_A,2018-08-16 18:20:44,2018-08-16 23:47:57,327.22,0.54,LINE_2,489.5,37.36,2.12,1.36,322.62,,344.87,,2933.89,202.4,212.9,,117.39,14.88,5.15,141.12,89.0,229.13,170.38,190.75,,Buffer,9.25,12.82,12.38,54.4,118.62,116.16,116.88,85.0,114.72,113.68,,,,-1.87,4.56,43.76,,27.18,YES,25.43,5.8,5.3,90.07,0.66,4.822,5.73
1257,A2-02,Recipe_A,2018-08-16 22:57:39,2018-08-17 01:44:20,166.68,0.55,LINE_2,492.0,37.85,2.06,1.36,325.08,,344.81,,2935.0,203.0,248.3,,122.15,16.24,5.12,87.45,94.5,194.58,184.25,209.9,,Buffer,9.23,15.07,12.33,62.37,115.78,114.15,114.3,85.0,116.27,112.65,,,,-1.67,4.56,43.83,,27.07,YES,26.01,4.54,5.51,90.33,0.67,4.869,5.55
1258,A2-03,Recipe_A,2018-08-17 01:09:26,2018-08-17 04:06:24,176.97,0.24,LINE_2,491.0,37.87,2.1,1.36,325.18,,344.87,,2932.47,202.6,237.8,,118.23,15.09,5.15,49.98,-2.0,230.99,175.02,198.25,,Buffer,8.78,12.7,12.37,50.5,115.68,113.43,114.51,85.0,113.79,115.32,,,,-1.53,4.56,43.91,,26.42,YES,24.3,5.7,6.08,89.1,0.9,4.791,5.58
1259,A2-04,Recipe_A,2018-08-17 02:27:35,2018-08-17 06:15:03,227.47,0.28,LINE_2,488.5,37.85,2.1,1.36,324.6,,345.37,,2932.53,202.6,213.1,,117.61,15.41,5.15,72.43,95.0,229.01,168.73,192.0,,Buffer,9.03,12.82,12.35,63.13,119.38,116.84,117.27,85.0,117.47,114.45,,,,-2.1,4.56,41.5,,27.18,YES,26.2,5.85,5.38,89.66,0.64,4.821000000000001,5.21
1260,A2-05,Recipe_A,2018-08-17 03:40:01,2018-08-17 07:53:31,253.5,0.31,LINE_2,489.0,37.73,2.09,1.36,324.02,,345.12,,2936.41,202.2,213.2,,118.74,16.87,5.18,114.53,97.0,228.34,165.45,185.6,,Buffer,9.05,12.87,12.35,49.27,118.71,115.88,116.36,85.0,113.79,116.59,,,,-2.17,4.56,41.7,,27.24,YES,26.47,6.73,5.21,90.26,0.67,4.802,5.66
1261,A2-06,Recipe_A,2018-08-17 05:35:56,2018-08-17 09:06:39,210.72,0.22,LINE_2,491.5,37.78,2.09,1.36,326.3,,345.18,,2932.12,202.6,213.0,,123.98,15.5,5.08,110.73,93.0,233.84,175.95,194.09,,Buffer,9.03,12.53,12.57,59.05,117.94,115.88,116.44,85.0,114.89,111.16,,,,-1.98,4.56,41.59,,25.35,YES,28.03,6.85,5.43,88.5,-1050.0,4.9110000000000005,6.11
1262,A2-07,Recipe_A,2018-08-17 07:26:40,2018-08-17 10:03:15,156.58,0.27,LINE_2,491.5,37.6,2.11,1.36,326.2,,345.31,,2933.28,202.2,213.6,,117.91,16.38,5.13,63.5,96.0,231.5,179.45,200.77,,Buffer,8.85,12.67,12.85,48.5,116.74,115.2,116.2,85.0,114.31,111.6,,,,0.36,4.56,41.49,,26.02,YES,28.86,5.97,5.25,89.3,-1060.0,4.909,5.68
1263,A2-08,Recipe_A,2018-08-17 08:31:30,2018-08-17 12:02:02,210.52,0.42,LINE_2,487.5,37.34,2.08,1.36,326.7,,345.43,,2932.78,202.4,217.4,,123.66,15.47,5.18,66.12,99.5,229.21,180.58,200.69,,Buffer,9.38,12.78,12.35,57.0,116.6,115.64,116.69,85.0,116.48,114.75,,,,-1.3,4.56,41.48,,26.42,YES,28.52,6.99,5.81,89.36,0.81,4.832,5.86
1264,A2-09,Recipe_A,2018-08-17 09:37:37,2018-08-17 12:58:13,200.6,0.54,LINE_2,488.0,37.86,2.12,1.36,331.82,,344.99,,2935.4,202.4,213.3,,119.84,15.29,5.08,110.5,147.5,232.66,177.59,194.47,,Buffer,9.28,12.62,12.32,50.6,118.28,116.26,117.02,85.0,113.87,113.23,,,,0.7,4.56,41.49,,26.85,YES,28.58,0.0,5.64,90.0,0.86,4.819,6.98
1265,A2-10,Recipe_A,2018-08-17 11:28:07,2018-08-17 14:25:55,177.8,0.4,LINE_2,491.0,37.64,2.11,1.36,331.78,,344.93,,2931.92,202.2,213.1,,119.58,15.76,5.19,62.57,152.0,229.31,175.57,204.83,,Buffer,9.33,12.78,12.85,56.38,119.58,116.74,117.65,85.0,115.96,111.82,,,,-1.43,4.56,43.9,,26.71,YES,27.71,0.0,5.47,89.27,0.84,4.86,5.62
1266,A2-11,Recipe_A,2018-08-17 12:30:42,2018-08-17 15:35:50,185.15,0.3,LINE_2,488.0,37.58,2.09,1.36,328.17,,345.12,,2932.27,202.2,216.9,,120.35,15.03,5.17,81.75,145.0,234.6,184.78,208.67,,Buffer,9.5,12.5,12.33,52.07,116.79,115.49,116.41,85.0,112.97,114.23,,,,0.44,4.56,43.85,,25.9,YES,28.93,6.95,5.57,90.17,0.73,4.897,5.72
1267,A2-12,Recipe_A,2018-08-17 13:53:43,2018-08-17 16:40:53,167.17,0.39,LINE_2,491.0,37.84,2.07,1.36,327.77,,345.12,,2933.59,202.4,213.3,,120.13,15.32,5.19,73.22,150.0,230.14,178.32,194.39,,Buffer,9.58,12.73,12.83,52.53,119.19,117.03,117.94,85.0,117.05,112.46,,,,0.68,4.56,43.83,,26.19,YES,28.08,7.45,5.53,88.64,0.68,4.816,5.37
1268,A2-13,Recipe_A,2018-08-17 15:06:56,2018-08-17 17:50:58,164.03,0.36,LINE_2,491.0,37.41,2.1,1.36,324.45,,345.24,,2930.51,202.6,204.3,,120.2,15.56,5.24,64.88,201.5,234.8,177.89,211.08,,Buffer,9.48,12.47,18.67,55.17,116.98,115.73,116.14,85.0,113.73,112.69,,,,0.17,4.56,43.86,,26.51,YES,26.21,5.53,5.5,88.33,-1080.0,4.825,5.94
1269,A2-14,Recipe_A,2018-08-17 16:11:49,2018-08-17 19:15:09,183.33,0.18,LINE_2,489.0,37.57,2.09,1.36,326.83,,345.56,,2933.84,202.4,213.1,,120.27,26.89,4.14,67.47,198.0,228.62,177.15,191.4,,Buffer,13.6,12.83,13.82,61.4,119.72,117.41,119.17,85.0,117.55,115.04,,,,-1.32,4.56,43.58,,26.84,YES,28.99,0.0,5.22,89.96,0.75,4.873,4.89
1270,A2-15,Recipe_A,2018-08-17 17:19:17,2018-08-17 20:30:22,191.08,0.34,LINE_2,493.0,37.59,2.11,1.36,328.3,,345.37,,2933.99,202.2,216.8,,119.55,14.68,5.15,82.15,198.5,236.72,178.69,211.68,,Buffer,9.85,12.4,13.53,50.9,116.31,115.2,116.18,85.0,113.18,109.99,,,,-1.11,4.56,43.68,,26.41,YES,29.14,7.21,5.95,89.41,0.66,4.856,5.4
1271,A2-16,Recipe_A,2018-08-17 18:41:26,2018-08-17 21:35:43,174.28,0.39,LINE_2,489.0,37.55,2.08,1.36,325.45,,344.93,,2932.93,202.2,217.6,,119.7,15.74,5.18,82.38,239.5,230.63,191.03,211.2,,Buffer,9.67,12.72,12.93,49.63,116.93,116.16,115.55,85.0,115.6,114.51,,,,1.04,4.56,43.72,,26.76,YES,29.13,7.75,5.69,89.6,0.76,4.832,5.89
1272,A2-01,Recipe_A,2018-08-17 20:03:49,2018-08-17 22:46:22,162.55,0.35,LINE_2,488.0,37.7,2.09,1.36,330.18,,345.06,,2936.41,202.6,213.2,,118.87,15.12,5.16,66.7,295.0,234.51,163.3,184.72,,Buffer,9.82,12.52,13.3,59.8,118.81,117.03,117.79,85.0,115.56,111.2,,,,0.68,4.56,43.71,,26.94,YES,29.0,7.5,6.22,89.21,0.66,4.798,7.01
1273,A2-02,Recipe_A,2018-08-17 21:10:31,2018-08-18 00:07:04,176.55,0.51,LINE_2,488.0,37.71,2.14,1.36,328.6,,344.93,,2933.49,202.2,212.9,,118.43,15.98,5.13,61.22,297.0,230.0,169.02,179.11,,Buffer,29.13,12.77,12.63,72.75,120.2,117.89,117.71,85.0,120.05,117.54,,,,-1.28,4.56,43.49,,26.9,YES,27.91,7.42,6.08,88.86,0.78,4.73,7.04
1274,A2-03,Recipe_A,2018-08-17 22:13:04,2018-08-18 01:18:54,185.83,0.34,LINE_2,489.0,37.87,2.12,1.36,327.67,,344.93,,2932.98,202.4,216.7,,118.24,16.08,5.14,86.0,299.0,237.57,178.65,211.15,,Buffer,26.98,12.33,12.37,67.03,117.7,117.37,118.27,85.0,114.88,113.19,,,,0.05,4.56,43.63,,26.9,YES,28.85,6.51,5.55,90.01,0.74,4.8,6.32
1275,A2-04,Recipe_A,2018-08-17 23:39:04,2018-08-18 02:31:48,172.73,0.28,LINE_2,490.5,38.0,2.09,1.36,326.23,,344.99,,2932.88,202.6,245.2,,119.19,31.11,3.56,75.02,288.5,230.16,177.22,196.25,,Buffer,9.35,12.75,12.37,58.7,118.04,116.07,117.37,85.0,115.1,112.77,,,,-1.16,4.56,43.63,,26.88,YES,29.13,7.02,5.82,89.45,-1000.0,4.845,7.06
1276,A2-05,Recipe_A,2018-08-18 00:54:05,2018-08-18 03:31:46,157.68,0.29,LINE_2,489.5,37.82,2.11,1.36,324.37,,344.87,,2935.71,202.4,213.3,,118.65,15.67,5.11,63.8,297.5,235.31,173.06,190.51,,Buffer,9.37,12.48,12.38,48.53,118.33,116.79,117.51,85.0,114.79,111.54,,,,0.66,4.56,43.72,,26.49,YES,28.0,7.37,5.61,89.27,-1000.0,4.86,5.26
1277,A2-06,Recipe_A,2018-08-18 01:57:53,2018-08-18 05:40:49,222.93,0.21,LINE_2,489.5,37.68,2.1,1.36,329.77,,344.99,,2934.29,202.4,212.9,,119.72,16.53,4.15,70.23,297.5,230.15,174.84,194.63,,Buffer,9.37,12.75,60.07,107.82,118.62,117.41,116.78,85.0,116.04,116.2,,,,-2.12,4.56,43.65,,26.86,YES,25.06,5.47,5.47,90.08,0.58,4.856,6.94
1278,A2-07,Recipe_A,2018-08-18 03:16:38,2018-08-18 06:48:35,211.95,0.46,LINE_2,491.5,37.64,2.13,1.36,324.25,,345.49,,2932.37,202.2,213.3,,118.69,15.97,5.15,61.92,303.0,228.7,166.49,196.01,,Buffer,9.88,12.85,12.4,49.9,119.19,118.04,118.92,85.0,117.4,116.15,,,,-2.6,4.56,43.8,,26.83,YES,27.7,6.09,5.11,90.98,0.84,4.923,5.57
1279,A2-08,Recipe_A,2018-08-18 04:18:34,2018-08-18 07:56:04,217.5,0.46,LINE_2,489.5,37.67,2.1,1.36,334.4,,345.31,,2930.51,202.2,216.3,,119.34,14.85,5.13,126.28,297.5,226.14,175.4,205.54,,Buffer,9.27,12.97,13.43,51.72,117.27,117.17,117.64,85.0,118.67,116.69,,,,0.49,4.56,43.77,,27.05,YES,27.59,6.09,5.67,89.61,0.73,4.834,5.83
1280,A2-09,Recipe_A,2018-08-18 06:24:52,2018-08-18 09:00:04,155.22,0.33,LINE_2,491.0,37.7,2.08,1.36,329.43,,344.99,,2931.06,202.4,213.2,,118.08,15.24,5.13,64.23,306.5,229.78,174.06,204.22,,Buffer,9.52,12.75,12.37,48.92,118.33,117.17,118.35,85.0,116.89,113.85,,,,-3.49,4.56,43.95,,27.61,YES,28.06,0.0,5.11,90.04,0.77,4.836,6.94
1281,A2-10,Recipe_A,2018-08-18 07:29:05,2018-08-18 10:11:31,162.43,0.49,LINE_2,489.5,37.9,2.14,1.36,326.47,,345.49,,2933.28,202.2,212.6,,118.85,14.93,5.16,66.55,291.5,234.41,164.81,181.82,,Buffer,9.5,12.55,12.67,48.47,118.9,117.27,116.94,85.0,116.01,115.81,,,,0.83,4.56,43.83,,26.0,YES,28.9,7.42,5.51,89.42,0.73,4.885,5.61
1282,A2-11,Recipe_A,2018-08-18 08:35:38,2018-08-18 12:07:43,212.08,0.3,LINE_2,488.5,37.37,2.1,1.36,328.47,,345.12,,2933.28,202.2,213.2,,121.23,14.8,5.11,72.52,61.0,234.87,172.64,197.77,,Buffer,8.73,12.48,13.07,49.43,118.23,114.82,115.56,85.0,109.56,109.83,,,,-1.21,4.56,43.56,,25.64,YES,27.95,6.12,5.8,88.85,0.97,4.878,5.66
1283,A2-12,Recipe_A,2018-08-18 09:48:09,2018-08-18 13:34:40,226.52,0.5,LINE_2,491.5,37.72,2.06,1.36,324.83,,344.87,,2933.99,202.2,213.3,,120.68,15.97,5.19,115.0,7.5,235.52,178.42,206.79,,Buffer,8.47,12.48,12.33,51.4,116.6,114.19,114.84,85.0,111.55,111.45,,,,-1.35,4.56,43.7,,25.7,YES,27.43,6.04,5.67,88.36,-1100.0,4.846,5.47
1284,A2-13,Recipe_A,2018-08-18 11:43:09,2018-08-18 14:43:41,180.53,0.29,LINE_2,489.5,37.53,2.08,1.36,327.65,,345.18,,2930.81,202.2,216.2,,120.34,13.88,5.18,82.0,-5.0,229.19,175.1,198.02,,Buffer,8.65,12.8,12.35,49.95,116.21,114.87,116.05,85.0,113.43,110.59,,,,0.49,4.56,43.72,,26.98,YES,27.71,0.0,5.94,88.44,0.6,4.791,5.48
1285,A2-14,Recipe_A,2018-08-18 13:05:09,2018-08-18 15:44:40,159.52,0.52,LINE_2,488.0,37.4,2.09,1.36,331.15,,345.74,,2934.85,202.4,213.3,,119.92,13.63,5.18,69.1,-11.5,232.82,164.53,193.09,,Buffer,8.72,12.62,12.82,48.6,117.32,115.3,116.04,85.0,111.84,108.2,,,,0.27,4.56,43.72,,26.26,YES,29.3,7.63,5.68,89.56,0.6,4.877,5.54
1286,A2-15,Recipe_A,2018-08-18 14:14:15,2018-08-18 17:47:41,213.43,0.61,LINE_2,489.0,37.47,2.07,1.36,331.02,,345.24,,2934.7,202.2,217.1,,120.0,14.18,5.27,64.38,198.5,229.03,174.62,202.78,,Buffer,52.48,12.83,13.6,95.43,119.63,118.14,119.31,85.0,117.98,116.47,,,,-2.81,4.56,43.75,,26.34,YES,25.56,6.22,5.07,88.1,0.7,4.835,5.67
1287,A2-16,Recipe_A,2018-08-18 15:27:01,2018-08-18 19:20:49,233.8,0.43,LINE_2,489.0,37.76,2.14,1.36,328.32,,345.24,,2996.87,206.2,213.0,,119.53,12.94,5.21,111.63,198.0,162.95,174.5,193.51,50.07,A2_STRIPPER_OUT,8.97,18.38,12.98,59.57,116.12,113.67,114.13,85.0,112.96,111.59,,,,-1.1,4.56,43.7,,26.24,YES,28.65,0.0,6.06,88.83,-1110.0,4.742,6.12
1288,A2-17,Recipe_A,2018-08-18 17:18:39,2018-08-18 20:41:34,202.92,0.26,LINE_2,488.5,37.58,2.11,1.36,327.82,,345.74,,3103.59,219.4,216.2,,120.39,15.55,5.33,85.48,200.5,130.71,195.68,218.14,46.43,A2_STRIPPER_OUT,8.82,23.73,12.65,68.45,119.19,117.27,118.1,85.0,115.54,112.23,,,,-1.19,4.56,44.01,,27.13,YES,27.0,7.27,5.77,88.59,0.6,4.769,6.91
1289,A2-18,Recipe_A,2018-08-18 18:44:08,2018-08-18 21:59:24,195.27,0.38,LINE_2,490.0,38.04,2.09,1.36,328.82,,345.62,,2934.04,202.2,213.1,,119.96,13.28,5.23,71.62,206.0,227.65,174.73,192.0,,Buffer,8.95,12.9,12.38,64.18,119.14,117.17,117.97,85.0,117.47,115.13,,,,0.73,4.56,43.79,,27.54,YES,28.79,6.78,5.73,89.59,0.62,4.762,6.93
1290,A2-01,Recipe_A,2018-08-18 19:56:17,2018-08-19 00:08:28,252.17,0.57,LINE_2,487.0,37.67,2.12,1.36,333.18,,345.06,,2935.51,202.6,217.4,,119.8,13.41,5.18,81.72,200.0,225.24,180.25,206.84,,Buffer,9.07,13.05,12.53,63.58,117.17,116.6,116.11,85.0,119.5,114.63,,,,-3.3,4.56,44.04,,26.55,YES,28.64,7.97,5.95,89.83,0.65,4.7139999999999995,5.32
1291,A2-02,Recipe_A,2018-08-18 21:18:00,2018-08-19 00:58:29,220.48,0.66,LINE_2,487.0,37.98,2.13,1.36,330.25,,344.99,,2933.38,202.4,213.1,,119.9,14.8,5.27,129.62,200.0,231.48,171.5,197.39,,Buffer,8.57,12.67,13.18,50.02,116.98,115.2,116.05,85.0,114.44,114.46,,,,0.12,4.56,43.92,,26.32,YES,28.77,5.27,5.92,90.02,0.7,4.744,5.74
1292,A2-03,Recipe_A,2018-08-18 23:27:37,2018-08-19 02:42:05,194.47,0.34,LINE_2,487.5,37.66,2.11,1.36,324.3,,344.93,,2932.93,202.4,273.8,,120.22,13.81,5.18,83.03,204.0,223.5,182.39,213.47,,Buffer,8.97,13.15,12.63,73.45,116.41,114.53,114.86,85.0,114.54,112.92,,,,-3.15,4.56,43.93,,26.64,YES,27.63,7.46,5.86,89.91,0.85,4.8660000000000005,4.8
1293,A2-04,Recipe_A,2018-08-19 00:50:39,2018-08-19 03:33:59,163.33,0.17,LINE_2,488.0,37.7,2.09,1.36,326.67,,345.06,,2934.8,202.4,213.1,,119.32,14.78,5.23,60.75,196.0,233.96,179.37,210.89,,Buffer,8.88,12.55,13.25,49.93,117.75,115.92,116.71,85.0,113.01,111.22,,,,0.09,4.56,43.83,,26.65,YES,28.59,0.0,5.85,90.25,0.79,4.863,4.89
